contig_id,window_start,window_end,gc_skew,cumulative_gc_skew,cumulative_start,cumulative_end
S1A_contig_001,145000,150000,-0.104148,-2.2943,145000,150000
S1A_contig_001,150000,155000,-0.084918,-2.3792,150000,155000
S1A_contig_001,155000,160000,-0.077576,-2.4568,155000,160000
S1A_contig_001,160000,165000,-0.127142,-2.5839,160000,165000
S1A_contig_001,165000,170000,-0.064119,-2.648,165000,170000
S1A_contig_001,170000,175000,-0.048454,-2.6965,170000,175000
S1A_contig_001,175000,180000,-0.071034,-2.7675,175000,180000
S1A_contig_001,180000,185000,-0.059893,-2.8274,180000,185000
S1A_contig_001,185000,190000,-0.088787,-2.9162,185000,190000
S1A_contig_001,190000,195000,-0.053846,-2.97,190000,195000
S1A_contig_001,195000,200000,-0.056137,-3.0262,195000,200000
S1A_contig_001,200000,205000,-0.005792,-3.032,200000,205000
S1A_contig_001,205000,210000,-0.046193,-3.0782,205000,210000
S1A_contig_001,210000,215000,-0.060703,-3.1389,210000,215000
S1A_contig_001,215000,220000,-0.008177,-3.147,215000,220000
S1A_contig_001,220000,225000,-0.044363,-3.1914,220000,225000
S1A_contig_001,225000,230000,-0.021073,-3.2125,225000,230000
S1A_contig_001,230000,235000,-0.064475,-3.277,230000,235000
S1A_contig_001,235000,240000,-0.115385,-3.3923,235000,240000
S1A_contig_001,240000,245000,-0.022591,-3.4149,240000,245000
S1A_contig_001,245000,250000,0.020878,-3.3941,245000,250000
S1A_contig_001,250000,255000,0.103591,-3.2905,250000,255000
S1A_contig_001,255000,260000,0.053178,-3.2373,255000,260000
S1A_contig_001,260000,265000,0.063644,-3.1736,260000,265000
S1A_contig_001,265000,270000,0.039101,-3.1345,265000,270000
S1A_contig_001,270000,275000,0.080151,-3.0544,270000,275000
S1A_contig_001,275000,280000,0.080498,-2.9739,275000,280000
S1A_contig_001,280000,285000,0.122467,-2.8514,280000,285000
S1A_contig_001,285000,290000,0.106929,-2.7445,285000,290000
S1A_contig_001,290000,295000,0.051304,-2.6932,290000,295000
S1A_contig_001,295000,300000,0.113967,-2.5792,295000,300000
S1A_contig_001,300000,305000,0.126065,-2.4532,300000,305000
S1A_contig_001,305000,310000,0.056255,-2.3969,305000,310000
S1A_contig_001,310000,315000,0.052766,-2.3441,310000,315000
S1A_contig_001,315000,320000,0.09553,-2.2486,315000,320000
S1A_contig_001,320000,325000,0.081939,-2.1667,320000,325000
S1A_contig_001,325000,330000,0.006478,-2.1602,325000,330000
S1A_contig_001,330000,335000,0.018575,-2.1416,330000,335000
S1A_contig_001,335000,340000,0.030029,-2.1116,335000,340000
S1A_contig_001,340000,345000,0.037164,-2.0744,340000,345000
S1A_contig_001,345000,350000,0.101724,-1.9727,345000,350000
S1A_contig_001,350000,355000,0.131175,-1.8415,350000,355000
S1A_contig_001,355000,360000,-0.004252,-1.8458,355000,360000
S1A_contig_001,360000,365000,0.088783,-1.757,360000,365000
S1A_contig_001,365000,370000,0.116379,-1.6406,365000,370000
S1A_contig_001,370000,375000,0.057872,-1.5827,370000,375000
S1A_contig_001,375000,380000,0.076268,-1.5065,375000,380000
S1A_contig_001,380000,385000,0.040205,-1.4663,380000,385000
S1A_contig_001,385000,390000,0.053763,-1.4125,385000,390000
S1A_contig_001,390000,395000,0.009615,-1.4029,390000,395000
S1A_contig_001,395000,400000,0.030027,-1.3729,395000,400000
S1A_contig_001,400000,405000,0.028814,-1.344,400000,405000
S1A_contig_001,405000,410000,0.05187,-1.2922,405000,410000
S1A_contig_001,410000,415000,-0.003898,-1.2961,410000,415000
S1A_contig_001,415000,420000,0.134935,-1.1611,415000,420000
S1A_contig_001,420000,425000,0.150207,-1.0109,420000,425000
S1A_contig_001,425000,430000,0.096579,-0.9144,425000,430000
S1A_contig_001,430000,435000,0.09863,-0.8157,430000,435000
S1A_contig_001,435000,440000,0.075288,-0.7404,435000,440000
S1A_contig_001,440000,445000,0.092333,-0.6481,440000,445000
S1A_contig_001,445000,450000,0.041958,-0.6061,445000,450000
S1A_contig_001,450000,455000,0.013699,-0.5924,450000,455000
S1A_contig_001,455000,460000,0.102713,-0.4897,455000,460000
S1A_contig_001,460000,465000,0.120336,-0.3694,460000,465000
S1A_contig_001,465000,470000,0.119845,-0.2496,465000,470000
S1A_contig_001,470000,475000,0.118863,-0.1307,470000,475000
S1A_contig_001,475000,480000,0.143256,0.0126,475000,480000
S1A_contig_001,480000,485000,0.089138,0.1017,480000,485000
S1A_contig_001,485000,490000,0.080242,0.1819,485000,490000
S1A_contig_001,490000,495000,0.087051,0.269,490000,495000
S1A_contig_001,495000,500000,0.069788,0.3388,495000,500000
S1A_contig_001,500000,505000,0.050176,0.389,500000,505000
S1A_contig_001,505000,510000,0.082259,0.4712,505000,510000
S1A_contig_001,510000,515000,0.069688,0.5409,510000,515000
S1A_contig_001,515000,520000,0.062914,0.6038,515000,520000
S1A_contig_001,520000,525000,0.038819,0.6426,520000,525000
S1A_contig_001,525000,530000,0.099668,0.7423,525000,530000
S1A_contig_001,530000,535000,0.065124,0.8074,530000,535000
S1A_contig_001,535000,540000,0.06119,0.8686,535000,540000
S1A_contig_001,540000,545000,0.078349,0.947,540000,545000
S1A_contig_001,545000,550000,0.056729,1.0037,545000,550000
S1A_contig_001,550000,555000,0.076987,1.0807,550000,555000
S1A_contig_001,555000,560000,0.083601,1.1643,555000,560000
S1A_contig_001,560000,565000,0.092216,1.2565,560000,565000
S1A_contig_001,565000,570000,0.112967,1.3695,565000,570000
S1A_contig_001,570000,575000,0.089897,1.4594,570000,575000
S1A_contig_001,575000,580000,0.058524,1.5179,575000,580000
S1A_contig_001,580000,585000,0.050293,1.5682,580000,585000
S1A_contig_001,585000,590000,0.031276,1.5995,585000,590000
S1A_contig_001,590000,595000,0.050806,1.6503,590000,595000
S1A_contig_001,595000,600000,0.044992,1.6953,595000,600000
S1A_contig_001,600000,605000,0.027654,1.7229,600000,605000
S1A_contig_001,605000,610000,0.091304,1.8142,605000,610000
S1A_contig_001,610000,615000,0.067308,1.8815,610000,615000
S1A_contig_001,615000,620000,0.077381,1.9589,615000,620000
S1A_contig_001,620000,625000,0.090219,2.0491,620000,625000
S1A_contig_001,625000,630000,0.086502,2.1356,625000,630000
S1A_contig_001,630000,635000,0.032801,2.1684,630000,635000
S1A_contig_001,635000,640000,0.088296,2.2567,635000,640000
S1A_contig_001,640000,645000,0.099918,2.3566,640000,645000
S1A_contig_001,645000,650000,0.086155,2.4428,645000,650000
S1A_contig_002,0,5000,-0.037479,-0.0375,651111,656111
S1A_contig_002,5000,10000,-0.057851,-0.0953,656111,661111
S1A_contig_002,10000,15000,-0.080645,-0.176,661111,666111
S1A_contig_002,15000,20000,-0.050731,-0.2267,666111,671111
S1A_contig_002,20000,25000,-0.069144,-0.2959,671111,676111
S1A_contig_002,25000,30000,-0.098791,-0.3946,676111,681111
S1A_contig_002,30000,35000,-0.075011,-0.4697,681111,686111
S1A_contig_002,35000,40000,-0.066167,-0.5358,686111,691111
S1A_contig_002,40000,45000,-0.082569,-0.6184,691111,696111
S1A_contig_002,45000,50000,-0.032903,-0.6513,696111,701111
S1A_contig_002,50000,55000,-0.05122,-0.7025,701111,706111
S1A_contig_002,55000,60000,-0.028548,-0.7311,706111,711111
S1A_contig_002,60000,65000,-0.102675,-0.8337,711111,716111
S1A_contig_002,65000,70000,-0.091062,-0.9248,716111,721111
S1A_contig_002,70000,75000,-0.058972,-0.9838,721111,726111
S1A_contig_002,75000,80000,-0.057118,-1.0409,726111,731111
S1A_contig_002,80000,85000,-0.025121,-1.066,731111,736111
S1A_contig_002,85000,90000,-0.077261,-1.1433,736111,741111
S1A_contig_002,90000,95000,-0.039896,-1.1832,741111,746111
S1A_contig_002,95000,100000,-0.007627,-1.1908,746111,751111
S1A_contig_002,100000,105000,-0.045203,-1.236,751111,756111
S1A_contig_002,105000,110000,-0.04414,-1.2801,756111,761111
S1A_contig_002,110000,115000,-0.017399,-1.2975,761111,766111
S1A_contig_002,115000,120000,-0.0338,-1.3313,766111,771111
S1A_contig_002,120000,125000,-0.017573,-1.3489,771111,776111
S1A_contig_002,125000,130000,-0.025117,-1.374,776111,781111
S1A_contig_002,130000,135000,-0.067782,-1.4418,781111,786111
S1A_contig_002,135000,140000,-0.085667,-1.5275,786111,791111
S1A_contig_002,140000,145000,-0.111669,-1.6391,791111,796111
S1A_contig_002,145000,150000,-0.075232,-1.7144,796111,801111
S1A_contig_002,150000,155000,-0.047462,-1.7618,801111,806111
S1A_contig_002,155000,160000,-0.039676,-1.8015,806111,811111
S1A_contig_002,160000,165000,-0.112076,-1.9136,811111,816111
S1A_contig_002,165000,170000,-0.046101,-1.9597,816111,821111
S1A_contig_002,170000,175000,-0.04075,-2.0004,821111,826111
S1A_contig_002,175000,180000,-0.042924,-2.0434,826111,831111
S1A_contig_002,180000,185000,-0.13608,-2.1794,831111,836111
S1A_contig_002,185000,190000,-0.06847,-2.2479,836111,841111
S1A_contig_002,190000,195000,-0.05272,-2.3006,841111,846111
S1A_contig_002,195000,200000,-0.100089,-2.4007,846111,851111
S1A_contig_002,200000,205000,-0.099612,-2.5003,851111,856111
S1A_contig_002,205000,210000,-0.084877,-2.5852,856111,861111
S1A_contig_002,210000,215000,-0.081225,-2.6664,861111,866111
S1A_contig_002,215000,220000,-0.043313,-2.7097,866111,871111
S1A_contig_002,220000,225000,-0.013032,-2.7228,871111,876111
S1A_contig_002,225000,230000,-0.052326,-2.7751,876111,881111
S1A_contig_002,230000,235000,-0.043838,-2.8189,881111,886111
S1A_contig_002,235000,240000,-0.073574,-2.8925,886111,891111
S1A_contig_002,240000,245000,-0.051101,-2.9436,891111,896111
S1A_contig_002,245000,250000,-0.020533,-2.9642,896111,901111
S1A_contig_002,250000,255000,-0.112528,-3.0767,901111,906111
S1A_contig_002,255000,260000,-0.040248,-3.1169,906111,911111
S1A_contig_002,260000,265000,-0.104675,-3.2216,911111,916111
S1A_contig_002,265000,270000,-0.074718,-3.2963,916111,921111
S1A_contig_002,270000,275000,-0.047038,-3.3434,921111,926111
S1A_contig_002,275000,280000,-0.037543,-3.3809,926111,931111
S1A_contig_002,280000,285000,-0.119416,-3.5003,931111,936111
S1A_contig_002,285000,290000,-0.122112,-3.6224,936111,941111
S1A_contig_002,290000,295000,-0.066667,-3.6891,941111,946111
S1A_contig_002,295000,300000,-0.094595,-3.7837,946111,951111
S1A_contig_002,300000,305000,-0.105987,-3.8897,951111,956111
S1A_contig_002,305000,310000,-0.077075,-3.9668,956111,961111
S1A_contig_002,310000,315000,-0.125173,-4.0919,961111,966111
S1A_contig_002,315000,320000,-0.087784,-4.1797,966111,971111
S1A_contig_002,320000,325000,-0.148617,-4.3283,971111,976111
S1A_contig_002,325000,330000,-0.08184,-4.4102,976111,981111
S1A_contig_002,330000,335000,-0.090909,-4.5011,981111,986111
S1A_contig_002,335000,340000,-0.165825,-4.6669,986111,991111
S1A_contig_002,340000,345000,-0.083454,-4.7504,991111,996111
S1A_contig_003,0,5000,0.054379,0.0544,999426,1004426
S1A_contig_003,5000,10000,0.046502,0.1009,1004426,1009426
S1A_contig_003,10000,15000,0.069828,0.1707,1009426,1014426
S1A_contig_003,15000,20000,0.087536,0.2582,1014426,1019426
S1A_contig_003,20000,25000,0.071336,0.3296,1019426,1024426
S1A_contig_003,25000,30000,0.039629,0.3692,1024426,1029426
S1A_contig_003,30000,35000,0.090758,0.46,1029426,1034426
S1A_contig_003,35000,40000,0.1025,0.5625,1034426,1039426
S1A_contig_003,40000,45000,0.03059,0.5931,1039426,1044426
S1A_contig_003,45000,50000,0.061676,0.6547,1044426,1049426
S1A_contig_003,50000,55000,0.099759,0.7545,1049426,1054426
S1A_contig_003,55000,60000,0.052762,0.8073,1054426,1059426
S1A_contig_003,60000,65000,0.064313,0.8716,1059426,1064426
S1A_contig_003,65000,70000,0.008065,0.8796,1064426,1069426
S1A_contig_003,70000,75000,0.040033,0.9197,1069426,1074426
S1A_contig_003,75000,80000,0.118644,1.0383,1074426,1079426
S1A_contig_003,80000,85000,0.089996,1.1283,1079426,1084426
S1A_contig_003,85000,90000,0.092965,1.2213,1084426,1089426
S1A_contig_003,90000,95000,0.097181,1.3185,1089426,1094426
S1A_contig_003,95000,100000,0.059133,1.3776,1094426,1099426
S1A_contig_003,100000,105000,0.05331,1.4309,1099426,1104426
S1A_contig_003,105000,110000,0.050323,1.4812,1104426,1109426
S1A_contig_003,110000,115000,0.072874,1.5541,1109426,1114426
S1A_contig_003,115000,120000,-0.001718,1.5524,1114426,1119426
S1A_contig_003,120000,125000,0.135922,1.6883,1119426,1124426
S1A_contig_003,125000,130000,0.076178,1.7645,1124426,1129426
S1A_contig_003,130000,135000,0.093671,1.8581,1129426,1134426
S1A_contig_003,135000,140000,0.101277,1.9594,1134426,1139426
S1A_contig_003,140000,145000,0.082918,2.0423,1139426,1144426
S1A_contig_003,145000,150000,0.127902,2.1702,1144426,1149426
S1A_contig_003,150000,155000,0.114043,2.2843,1149426,1154426
S1A_contig_003,155000,160000,0.045247,2.3295,1154426,1159426
S1A_contig_003,160000,165000,0.007822,2.3374,1159426,1164426
S1A_contig_003,165000,170000,0.050256,2.3876,1164426,1169426
S1A_contig_003,170000,175000,0.071846,2.4595,1169426,1174426
S1A_contig_003,175000,180000,0.058563,2.518,1174426,1179426
S1A_contig_003,180000,185000,0.094017,2.612,1179426,1184426
S1A_contig_003,185000,190000,0.054032,2.6661,1184426,1189426
S1A_contig_003,190000,195000,0.081494,2.7476,1189426,1194426
S1A_contig_003,195000,200000,0.099836,2.8474,1194426,1199426
S1A_contig_003,200000,205000,0.036388,2.8838,1199426,1204426
S1A_contig_003,205000,210000,0.099395,2.9832,1204426,1209426
S1A_contig_003,210000,215000,0.09135,3.0745,1209426,1214426
S1A_contig_003,215000,220000,0.071337,3.1459,1214426,1219426
S1A_contig_003,220000,225000,0.109518,3.2554,1219426,1224426
S1A_contig_003,225000,230000,0.084105,3.3395,1224426,1229426
S1A_contig_003,230000,235000,-0.001996,3.3375,1229426,1234426
S1A_contig_003,235000,240000,0.004108,3.3416,1234426,1239426
S1A_contig_003,240000,245000,0.112748,3.4543,1239426,1244426
S1A_contig_003,245000,250000,0.077501,3.5318,1244426,1249426
S1A_contig_004,0,5000,0.123843,0.1238,1252864,1257864
S1A_contig_004,5000,10000,0.065283,0.1891,1257864,1262864
S1A_contig_004,10000,15000,0.106902,0.296,1262864,1267864
S1A_contig_004,15000,20000,0.088321,0.3844,1267864,1272864
S1A_contig_004,20000,25000,0.094182,0.4785,1272864,1277864
S1A_contig_004,25000,30000,0.090831,0.5694,1277864,1282864
S1A_contig_004,30000,35000,0.00919,0.5786,1282864,1287864
S1A_contig_004,35000,40000,0.063629,0.6422,1287864,1292864
S1A_contig_004,40000,45000,0.086071,0.7283,1292864,1297864
S1A_contig_004,45000,50000,0.098023,0.8263,1297864,1302864
S1A_contig_004,50000,55000,0.109736,0.936,1302864,1307864
S1A_contig_004,55000,60000,0.102146,1.0382,1307864,1312864
S1A_contig_004,60000,65000,0.094074,1.1322,1312864,1317864
S1A_contig_004,65000,70000,0.100775,1.233,1317864,1322864
S1A_contig_004,70000,75000,0.104377,1.3374,1322864,1327864
S1A_contig_004,75000,80000,0.14,1.4774,1327864,1332864
S1A_contig_004,80000,85000,0.063345,1.5407,1332864,1337864
S1A_contig_004,85000,90000,0.093829,1.6346,1337864,1342864
S1A_contig_004,90000,95000,0.0918,1.7264,1342864,1347864
S1A_contig_004,95000,100000,0.064378,1.7907,1347864,1352864
S1A_contig_004,100000,105000,0.13796,1.9287,1352864,1357864
S1A_contig_004,105000,110000,0.076044,2.0047,1357864,1362864
S1A_contig_004,110000,115000,0.108591,2.1133,1362864,1367864
S1A_contig_004,115000,120000,0.072304,2.1856,1367864,1372864
S1A_contig_004,120000,125000,0.037702,2.2233,1372864,1377864
S1A_contig_004,125000,130000,0.043515,2.2669,1377864,1382864
S1A_contig_004,130000,135000,0.051796,2.3186,1382864,1387864
S1A_contig_004,135000,140000,0.097678,2.4163,1387864,1392864
S1A_contig_004,140000,145000,0.11045,2.5268,1392864,1397864
S1A_contig_004,145000,150000,0.043596,2.5704,1397864,1402864
S1A_contig_004,150000,155000,0.05958,2.63,1402864,1407864
S1A_contig_004,155000,160000,0.099957,2.7299,1407864,1412864
S1A_contig_004,160000,165000,0.098771,2.8287,1412864,1417864
S1A_contig_004,165000,170000,0.131269,2.9599,1417864,1422864
S1A_contig_004,170000,175000,0.042987,3.0029,1422864,1427864
S1A_contig_004,175000,180000,0.036134,3.0391,1427864,1432864
S1A_contig_004,180000,185000,0.047912,3.087,1432864,1437864
S1A_contig_004,185000,190000,0.037996,3.125,1437864,1442864
S1A_contig_004,190000,195000,0.071928,3.1969,1442864,1447864
S1A_contig_004,195000,200000,0.060797,3.2577,1447864,1452864
S1A_contig_004,200000,205000,0.070339,3.328,1452864,1457864
S1A_contig_004,205000,210000,0.04766,3.3757,1457864,1462864
S1A_contig_004,210000,215000,0.092251,3.468,1462864,1467864
S1A_contig_004,215000,220000,0.112479,3.5804,1467864,1472864
S1A_contig_004,220000,225000,0.002171,3.5826,1472864,1477864
S1A_contig_004,225000,230000,0.071856,3.6545,1477864,1482864
S1A_contig_004,230000,235000,0.033074,3.6875,1482864,1487864
S1A_contig_004,235000,240000,0.063336,3.7509,1487864,1492864
S1A_contig_004,240000,245000,0.094002,3.8449,1492864,1497864
S1A_contig_004,245000,250000,0.016949,3.8618,1497864,1502864
S1A_contig_005,0,5000,0.082392,0.0824,1504231,1509231
S1A_contig_005,5000,10000,0.079258,0.1617,1509231,1514231
S1A_contig_005,10000,15000,0.024252,0.1859,1514231,1519231
S1A_contig_005,15000,20000,0.024052,0.21,1519231,1524231
S1A_contig_005,20000,25000,0.032473,0.2424,1524231,1529231
S1A_contig_005,25000,30000,0.019856,0.2623,1529231,1534231
S1A_contig_005,30000,35000,0.054468,0.3168,1534231,1539231
S1A_contig_005,35000,40000,0.025398,0.3422,1539231,1544231
S1A_contig_005,40000,45000,0.005625,0.3478,1544231,1549231
S1A_contig_005,45000,50000,0.010426,0.3582,1549231,1554231
S1A_contig_005,50000,55000,0.05579,0.414,1554231,1559231
S1A_contig_005,55000,60000,-0.018745,0.3952,1559231,1564231
S1A_contig_005,60000,65000,0.031726,0.427,1564231,1569231
S1A_contig_005,65000,70000,0.046434,0.4734,1569231,1574231
S1A_contig_005,70000,75000,0.020593,0.494,1574231,1579231
S1A_contig_005,75000,80000,0.058379,0.5524,1579231,1584231
S1A_contig_005,80000,85000,-0.034454,0.5179,1584231,1589231
S1A_contig_005,85000,90000,-0.003276,0.5146,1589231,1594231
S1A_contig_005,90000,95000,0.002602,0.5173,1594231,1599231
S1A_contig_005,95000,100000,-0.050453,0.4668,1599231,1604231
S1A_contig_005,100000,105000,-0.040245,0.4266,1604231,1609231
S1A_contig_005,105000,110000,-0.099114,0.3274,1609231,1614231
S1A_contig_005,110000,115000,-0.080944,0.2465,1614231,1619231
S1A_contig_005,115000,120000,-0.045299,0.2012,1619231,1624231
S1A_contig_005,120000,125000,-0.075902,0.1253,1624231,1629231
S1A_contig_005,125000,130000,-0.042563,0.0827,1629231,1634231
S1A_contig_005,130000,135000,-0.045188,0.0375,1634231,1639231
S1A_contig_005,135000,140000,-0.074169,-0.0366,1639231,1644231
S1A_contig_005,140000,145000,-0.06263,-0.0993,1644231,1649231
S1A_contig_005,145000,150000,-0.072526,-0.1718,1649231,1654231
S1A_contig_005,150000,155000,-0.095076,-0.2669,1654231,1659231
S1A_contig_005,155000,160000,-0.04953,-0.3164,1659231,1664231
S1A_contig_005,160000,165000,-0.107296,-0.4237,1664231,1669231
S1A_contig_005,165000,170000,-0.115599,-0.5393,1669231,1674231
S1A_contig_005,170000,175000,-0.040033,-0.5793,1674231,1679231
S1A_contig_005,175000,180000,-0.10168,-0.681,1679231,1684231
S1A_contig_005,180000,185000,-0.089799,-0.7708,1684231,1689231
S1A_contig_005,185000,190000,-0.081411,-0.8522,1689231,1694231
S1A_contig_005,190000,195000,-0.08643,-0.9386,1694231,1699231
S1A_contig_005,195000,200000,-0.079443,-1.0181,1699231,1704231
S1A_contig_005,200000,205000,-0.101105,-1.1192,1704231,1709231
S1A_contig_005,205000,210000,-0.121339,-1.2405,1709231,1714231
S1A_contig_005,210000,215000,-0.079094,-1.3196,1714231,1719231
S1A_contig_006,0,5000,0.039155,0.0392,1722921,1727921
S1A_contig_006,5000,10000,0.022737,0.0619,1727921,1732921
S1A_contig_006,10000,15000,0.004711,0.0666,1732921,1737921
S1A_contig_006,15000,20000,0.133234,0.1998,1737921,1742921
S1A_contig_006,20000,25000,0.084261,0.2841,1742921,1747921
S1A_contig_006,25000,30000,0.090455,0.3746,1747921,1752921
S1A_contig_006,30000,35000,0.176835,0.5514,1752921,1757921
S1A_contig_006,35000,40000,-0.019879,0.5315,1757921,1762921
S1A_contig_006,40000,45000,0.048367,0.5799,1762921,1767921
S1A_contig_006,45000,50000,0.1125,0.6924,1767921,1772921
S1A_contig_006,50000,55000,0.077966,0.7703,1772921,1777921
S1A_contig_006,55000,60000,0.066953,0.8373,1777921,1782921
S1A_contig_006,60000,65000,0.064586,0.9019,1782921,1787921
S1A_contig_006,65000,70000,0.081614,0.9835,1787921,1792921
S1A_contig_006,70000,75000,0.086957,1.0705,1792921,1797921
S1A_contig_006,75000,80000,0.083919,1.1544,1797921,1802921
S1A_contig_006,80000,85000,0.080629,1.235,1802921,1807921
S1A_contig_006,85000,90000,0.096594,1.3316,1807921,1812921
S1A_contig_006,90000,95000,0.108048,1.4396,1812921,1817921
S1A_contig_006,95000,100000,0.071791,1.5114,1817921,1822921
S1A_contig_006,100000,105000,0.075815,1.5872,1822921,1827921
S1A_contig_006,105000,110000,0.037351,1.6246,1827921,1832921
S1A_contig_006,110000,115000,0.020511,1.6451,1832921,1837921
S1A_contig_006,115000,120000,0.014639,1.6597,1837921,1842921
S1A_contig_006,120000,125000,0.081335,1.7411,1842921,1847921
S1A_contig_006,125000,130000,0.055726,1.7968,1847921,1852921
S1A_contig_006,130000,135000,0.111986,1.9088,1852921,1857921
S1A_contig_006,135000,140000,0.077865,1.9867,1857921,1862921
S1A_contig_006,140000,145000,0.093033,2.0797,1862921,1867921
S1A_contig_006,145000,150000,0.053928,2.1336,1867921,1872921
S1A_contig_006,150000,155000,0.037438,2.1711,1872921,1877921
S1A_contig_006,155000,160000,0.052028,2.2231,1877921,1882921
S1A_contig_006,160000,165000,0.064542,2.2876,1882921,1887921
S1A_contig_006,165000,170000,0.098374,2.386,1887921,1892921
S1A_contig_006,170000,175000,0.027169,2.4132,1892921,1897921
S1A_contig_006,175000,180000,0.068829,2.482,1897921,1902921
S1A_contig_006,180000,185000,0.068517,2.5505,1902921,1907921
S1A_contig_007,0,5000,-0.090269,-0.0903,1911390,1916390
S1A_contig_007,5000,10000,-0.05733,-0.1476,1916390,1921390
S1A_contig_007,10000,15000,-0.103385,-0.251,1921390,1926390
S1A_contig_007,15000,20000,-0.04915,-0.3001,1926390,1931390
S1A_contig_007,20000,25000,-0.13028,-0.4304,1931390,1936390
S1A_contig_007,25000,30000,-0.060333,-0.4907,1936390,1941390
S1A_contig_007,30000,35000,0.022308,-0.4684,1941390,1946390
S1A_contig_007,35000,40000,-0.045235,-0.5137,1946390,1951390
S1A_contig_007,40000,45000,-0.077637,-0.5913,1951390,1956390
S1A_contig_007,45000,50000,-0.073917,-0.6652,1956390,1961390
S1A_contig_007,50000,55000,-0.08872,-0.7539,1961390,1966390
S1A_contig_007,55000,60000,-0.072999,-0.8269,1966390,1971390
S1A_contig_007,60000,65000,-0.103797,-0.9307,1971390,1976390
S1A_contig_007,65000,70000,-0.061513,-0.9923,1976390,1981390
S1A_contig_007,70000,75000,-0.056263,-1.0485,1981390,1986390
S1A_contig_007,75000,80000,-0.135833,-1.1844,1986390,1991390
S1A_contig_007,80000,85000,-0.124531,-1.3089,1991390,1996390
S1A_contig_007,85000,90000,-0.098639,-1.4075,1996390,2001390
S1A_contig_007,90000,95000,-0.04475,-1.4523,2001390,2006390
S1A_contig_007,95000,100000,-0.101413,-1.5537,2006390,2011390
S1A_contig_007,100000,105000,-0.087362,-1.641,2011390,2016390
S1A_contig_007,105000,110000,-0.087719,-1.7288,2016390,2021390
S1A_contig_007,110000,115000,-0.117295,-1.8461,2021390,2026390
S1A_contig_007,115000,120000,-0.083655,-1.9297,2026390,2031390
S1A_contig_007,120000,125000,-0.059807,-1.9895,2031390,2036390
S1A_contig_007,125000,130000,-0.118557,-2.1081,2036390,2041390
S1A_contig_007,130000,135000,-0.055105,-2.1632,2041390,2046390
S1A_contig_007,135000,140000,-0.016821,-2.18,2046390,2051390
S1A_contig_007,140000,145000,-0.075306,-2.2553,2051390,2056390
S1A_contig_007,145000,150000,-0.082284,-2.3376,2056390,2061390
S1A_contig_007,150000,155000,-0.027254,-2.3649,2061390,2066390
S1A_contig_007,155000,160000,-0.074513,-2.4394,2066390,2071390
S1A_contig_008,0,5000,-0.058973,-0.059,2075785,2080785
S1A_contig_008,5000,10000,-0.091929,-0.1509,2080785,2085785
S1A_contig_008,10000,15000,-0.044248,-0.1952,2085785,2090785
S1A_contig_008,15000,20000,-0.056938,-0.2521,2090785,2095785
S1A_contig_008,20000,25000,-0.08709,-0.3392,2095785,2100785
S1A_contig_008,25000,30000,-0.151748,-0.4909,2100785,2105785
S1A_contig_008,30000,35000,-0.111005,-0.6019,2105785,2110785
S1A_contig_008,35000,40000,-0.072996,-0.6749,2110785,2115785
S1A_contig_008,40000,45000,-0.097786,-0.7727,2115785,2120785
S1A_contig_008,45000,50000,-0.002057,-0.7748,2120785,2125785
S1A_contig_008,50000,55000,-0.065929,-0.8407,2125785,2130785
